Platform,Severity,Group,Number,Log Message
ASA,7,713,221,"Static Crypto Map check, checking map = crypto_map_tag, seq = seq_number..."
ASA,7,713,222,"Group group Username username IP ip Static Crypto Map check, map = crypto_map_tag, seq = seq_number, ACL does not match proxy IDs src:source_address dst:dest_address"
ASA,7,713,223,"Static Crypto Map check, map = crypto_map_tag, seq = seq_number, no ACL configured"
ASA,7,713,224,Static Crypto Map Check by-passed: Crypto map entry incomplete!
ASA,7,713,225,"[IKEv1], Static Crypto Map check, map map_name, seq = sequence_number is a successful match"
ASA,7,713,233,(VPN-unit) Remote network (remote network) validated for network extension mode.
ASA,7,713,234,(VPN-unit) Remote network (remote network) from network extension mode client mismatches AAA configuration (aaa network).
ASA,7,713,236,IKE_DECODE tx/rx Message (msgid=msgid) with payloads:payload1 (payload1_len) + payload2 (payload2_len)...total length: tlen
ASA,7,713,263,"Received local IP Proxy Subnet data in ID Payload: Address IP_address, Mask /prefix_len, Protocol protocol, Port port"
ASA,7,713,264,"Received local IP Proxy Subnet data in ID Payload: Address IP_address, Mask /prefix_len, Protocol protocol, Port port {""Received remote IP Proxy Subnet data in ID Payload: Address %a, Mask/%d, Protocol %u, Port %u""}"
ASA,7,713,273,Deleting static route for client address: IP_Address IP_Address address of client whose route is being removed
ASA,7,713,906,Descriptive_event_string.
ASA,7,714,001,description_of_event_or_packet
ASA,7,714,002,IKE Initiator starting QM: msg id = message_number
ASA,7,714,003,IKE Responder starting QM: msg id = message_number
ASA,7,714,004,IKE Initiator sending 1st QM pkt: msg id = message_number
ASA,7,714,005,IKE Responder sending 2nd QM pkt: msg id = message_number
ASA,7,714,006,IKE Initiator sending 3rd QM pkt: msg id = message_number
ASA,7,714,007,IKE Initiator sending Initial Contact
ASA,7,714,011,Description of received ID values
ASA,7,715,001,Descriptive statement
ASA,7,715,004,subroutine name() Q Send failure: RetCode (return_code)
ASA,7,715,005,subroutine name() Bad message code: Code (message_code)
ASA,7,715,006,IKE got SPI from key engine: SPI = SPI_value
ASA,7,715,007,IKE got a KEY_ADD msg for SA: SPI = SPI_value
ASA,7,715,008,"Could not delete SA SA_address, refCnt = number, caller = calling_subroutine_address"
ASA,7,715,009,"IKE Deleting SA: Remote Proxy IP_address, Local Proxy IP_address"
ASA,7,715,013,"Tunnel negotiation in progress for destination IP_address, discarding data"
ASA,7,715,019,Group group Username username IP ip IKEGetUserAttributes: Attribute name = name
ASA,7,715,020,construct_cfg_set: Attribute name = name
ASA,7,715,021,"Delay Quick Mode processing, Cert/Trans Exch/RM DSID in progress"
ASA,7,715,022,"Resume Quick Mode processing, Cert/Trans Exch/RM DSID completed"
ASA,7,715,027,"IPSec SA Proposal # chosen_proposal, Transform # chosen_transform acceptable Matches global IPSec SA entry # crypto_map_index"
ASA,7,715,028,"IKE SA Proposal # 1, Transform # chosen_transform acceptable Matches global IKE entry # crypto_map_index"
ASA,7,715,033,Processing CONNECTED notify (MsgId message_number)
ASA,7,715,034,action IOS keep alive payload: proposal=time 1/time 2 sec.
ASA,7,715,035,Starting IOS keepalive monitor: seconds sec.
ASA,7,715,036,Sending keep-alive of type notify_type (seq number number)
ASA,7,715,037,Unknown IOS Vendor ID version: major.minor.variance
ASA,7,715,038,"action Spoofing_information Vendor ID payload (version: major.minor.variance, capabilities: value)"
ASA,7,715,039,Unexpected cleanup of tunnel table entry during SA delete.
ASA,7,715,040,Deleting active auth handle during SA deletion: handle = internal_authentication_handle
ASA,7,715,041,"Received keep-alive of type keepalive_type, not the negotiated type"
ASA,7,715,042,IKE received response of type failure_type to a request from the IP_address utility
ASA,7,715,044,Ignoring Keepalive payload from vendor not support KeepAlive capability
ASA,7,715,045,ERROR: malformed Keepalive payload
ASA,7,715,046,"Group = groupname, Username = username, IP = IP_address, constructing payload_description payload"
ASA,7,715,047,processing payload_description payload
ASA,7,715,048,Send VID_type VID
ASA,7,715,049,Received VID_type VID
ASA,7,715,050,Claims to be IOS but failed authentication
ASA,7,715,051,Received unexpected TLV type TLV_type while processing FWTYPE ModeCfg Reply
ASA,7,715,052,"Old P1 SA is being deleted but new SA is DEAD, cannot transition centries"
ASA,7,715,053,MODE_CFG: Received request for attribute_info!
ASA,7,715,054,MODE_CFG: Received attribute_name reply: value
ASA,7,715,055,Send attribute_name
ASA,7,715,056,Client is configured for TCP_transparency
ASA,7,715,057,Auto-detected a NAT device with NAT-Traversal. Ignoring IPSec-over-UDP configuration.
ASA,7,715,058,NAT-Discovery payloads missing. Aborting NAT-Traversal.
ASA,7,715,059,Proposing/Selecting only UDP-Encapsulated-Tunnel and UDP-Encapsulated-Transport modes defined by NAT-Traversal
ASA,7,715,060,Dropped received IKE fragment. Reason: reason
ASA,7,715,061,Rcv'd fragment from a new fragmentation set. Deleting any old fragments.
ASA,7,715,062,Error assembling fragments! Fragment numbers are non-continuous.
ASA,7,715,063,Successfully assembled an encrypted pkt from rcv'd fragments!
ASA,7,715,064,-- IKE Peer included IKE fragmentation capability flags: Main Mode: true/false Aggressive Mode: true/false
ASA,7,715,065,"IKE state_machine subtype FSM error history (struct data_structure_address) state, event: state/event pairs"
ASA,7,715,066,Can't load an IPSec SA! The corresponding IKE SA contains an invalid logical ID.
ASA,7,715,067,"QM IsRekeyed: existing sa from different peer, rejecting new sa"
ASA,7,715,067,"QM IsRekeyed: existing sa from different peer, rejecting new sa"
ASA,7,715,068,"QM IsRekeyed: duplicate sa found by address, deleting old sa"
ASA,7,715,069,Invalid ESP SPI size of SPI_size
ASA,7,715,070,Invalid IPComp SPI size of SPI_size
ASA,7,715,071,AH proposal not supported
ASA,7,715,072,Received proposal with unknown protocol ID protocol_ID
ASA,7,715,074,Could not retrieve authentication attributes for peer IP_address
ASA,7,715,075,"Group = group_name, IP = IP_address Received keep-alive of type message_type (seq number number)"
ASA,7,715,076,Computing hash for ISAKMP
ASA,7,715,077,"Pitcher: msg string, spi spi"
ASA,7,715,080,VPN: Starting P2 rekey timer: 28800 seconds.
ASA,7,716,008,WebVPN ACL: action
ASA,7,716,010,Group group User user Browse network.
ASA,7,716,011,Group group User user Browse domain domain.
ASA,7,716,012,Group group User user Browse directory directory.
ASA,7,716,013,Group group User user Close file filename.
ASA,7,716,014,Group group User user View file filename.
ASA,7,716,015,Group group User user Remove file filename.
ASA,7,716,016,Group group User user Rename file old_filename to new_filename.
ASA,7,716,017,Group group User user Modify file filename.
ASA,7,716,018,Group group User user Create file filename.
ASA,7,716,019,Group group User user Create directory directory.
ASA,7,716,020,Group group User user Remove directory directory.
ASA,7,716,021,"File access DENIED, filename."
ASA,7,716,024,Group name User user Unable to browse the network.Error: description
ASA,7,716,025,Group name User user Unable to browse domain domain. Error: description
ASA,7,716,026,Group name User user Unable to browse directory directory. Error: description
ASA,7,716,027,Group name User user Unable to view file filename. Error: description
ASA,7,716,028,Group name User user Unable to remove file filename. Error: description
ASA,7,716,029,Group name User user Unable to rename file filename. Error: description
ASA,7,716,030,Group name User user Unable to modify file filename. Error: description
ASA,7,716,031,Group name User user Unable to create file filename. Error: description
ASA,7,716,032,Group name User user Unable to create folder folder. Error: description
ASA,7,716,033,Group name User user Unable to remove folder folder. Error: description
ASA,7,716,034,Group name User user Unable to write to file filename.
ASA,7,716,035,Group name User user Unable to read file filename.
ASA,7,716,036,Group name User user File Access: User user logged into the server server.
ASA,7,716,037,Group name User user File Access: User user failed to login into the server server.
ASA,7,716,603,Received size-recv KB Hostscan data from IP src-ip.
ASA,7,717,024,Checking CRL from trustpoint: trustpoint name for purpose
ASA,7,717,025,Validating certificate chain containing number of certs certificate(s).
ASA,7,717,029,"Identified client certificate within certificate chain. serial number: serial_number, subject name: subject_name."
ASA,7,717,030,Found a suitable trustpoint trustpoint name to validate certificate.
ASA,7,717,034,No-check extension found in certificate. OCSP check bypassed.
ASA,7,717,038,"Tunnel group match found. Tunnel Group: tunnel_group_name, Peer certificate: certificate_identifier."
ASA,7,717,041,Local CA Server event: event info.
ASA,7,717,045,Local CA Server CRL info: info
ASA,7,718,001,Internal interprocess communication queue send failure: code error_code
ASA,7,718,017,Got timeout for unknown peer IP_address msg type message_type
ASA,7,718,018,Send KEEPALIVE request failure to IP_address
ASA,7,718,019,Sent KEEPALIVE request to IP_address
ASA,7,718,020,Send KEEPALIVE response failure to IP_address
ASA,7,718,021,Sent KEEPALIVE response to IP_address
ASA,7,718,022,Received KEEPALIVE request from IP_address
ASA,7,718,023,Received KEEPALIVE response from IP_address
ASA,7,718,025,Sent CFG UPDATE to IP_address
ASA,7,718,026,Received CFG UPDATE from IP_address
ASA,7,718,029,Sent OOS indicator to IP_address
ASA,7,718,034,Sent TOPOLOGY indicator to IP_address
ASA,7,718,035,Received TOPOLOGY indicator from IP_address
ASA,7,718,036,"Process timeout for req-type type_value, exid exchange_ID, peer IP_address"
ASA,7,718,041,Timeout [msgType=type] processed with no callback
ASA,7,718,046,Create group policy policy_name
ASA,7,718,047,Fail to create group policy policy_name
ASA,7,718,049,Created secure tunnel to peer IP_address
ASA,7,718,056,"Deleted Master peer, IP IP_address"
ASA,7,718,058,"State machine return code: action_routine, return_code"
ASA,7,718,059,"State machine function trace: state=state_name, event=event_name, func=action_routine"
ASA,7,718,088,Possible VPN LB misconfiguration. Offending device MAC MAC_address.
ASA,7,719,005,FSM NAME has been created using protocol for session pointer from source_address.
ASA,7,719,006,Email Proxy session pointer has timed out for source_address because of network congestion.
ASA,7,719,007,Email Proxy session pointer cannot be found for source_address.
ASA,7,719,009,Email Proxy service is starting.
ASA,7,719,015,"Parsed emailproxy session pointer from source_address username: mailuser = mail_user, vpnuser = VPN_user, mailserver = server"
ASA,7,719,016,"Parsed emailproxy session pointer from source_address password: mailpass = ******, vpnpass= ******"
ASA,7,720,031,(VPN-unit) HA status callback: Invalid event received. event=event_ID.
ASA,7,720,034,(VPN-unit) Invalid type (type) for message handler.
ASA,7,720,041,(VPN-unit) Sending type message id to standby unit
ASA,7,720,042,(VPN-unit) Receiving type message id from active unit
ASA,7,720,048,"(VPN-unit) FSM action trace begin: state=state, last event=event, func=function."
ASA,7,720,049,"(VPN-unit) FSM action trace end: state=state, last event=event, return=return, func=function."
ASA,7,720,050,(VPN-unit) Failed to remove timer. ID = id.
ASA,7,722,029,"Group group User user-name IP IP_address SVC Session Termination: Conns: connections, DPD Conns: DPD_conns, Comp resets: compression_resets, Dcmp resets: decompression_resets"
ASA,7,722,030,"Group group User user-name IP IP_address SVC Session Termination: In: data_bytes (+ctrl_bytes) bytes, data_pkts (+ctrl_pkts) packets, drop_pkts drops"
ASA,7,722,031,"Group group User user-name IP IP_address SVC Session Termination: Out: data_bytes (+ctrl_bytes) bytes, data_pkts (+ctrl_pkts) packets, drop_pkts drops."
ASA,7,723,003,No memory for WebVPN Citrix ICA connection connection.
ASA,7,723,004,WebVPN Citrix encountered bad flow control flow.
ASA,7,723,005,No channel to set up WebVPN Citrix ICA connection.
ASA,7,723,006,WebVPN Citrix SOCKS errors.
ASA,7,723,007,WebVPN Citrix ICA connection connection list is broken.
ASA,7,723,008,WebVPN Citrix ICA SOCKS Server server is invalid.
ASA,7,723,009,"Group group-name, User user-name, IP IP_address: WebVPN Citrix received data on invalid connection connection."
ASA,7,723,010,"Group group-name, User user-name, IP IP_address: WebVPN Citrix received closing channel channel for invalid connection connection."
ASA,7,723,011,"Group group-name, User user-name, IP IP_address: WebVPN Citrix receives bad SOCKS socks message length msg-length. Expected length is exp-msg-length."
ASA,7,723,012,"Group group-name, User user-name, IP IP_address: WebVPN Citrix received bad SOCKS socks message format."
ASA,7,723,013,WebVPN Citrix encountered invalid connection connection during periodic timeout.
ASA,7,723,014,"Group group-name, User user-name, IP IP_address: WebVPN Citrix TCP connection connection to server server on channel channel initiated."
